SNo.,date,startup,vertical,subvertical,city,investors,round,amount,year,month,investors_clean
164,2018-09-12,Kissht,Finance,Online Lending Platform,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.nn",Private Equity,255.0,2018,9,"Vertex Ventures Southeast Asia, India, Sistema Asia Fund, Fosun Rz Capital, Ventureast, Endiya Partners.Nn"
165,2018-08-01,Dishq,Food-Tech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,Bangalore,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Angel Funding,3.4,2018,8,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth, Artesian Venture Partners"
166,2018-08-01,Healthfin,Finance,Patient Financing Platform,Pune,"Axilor, Sprout Venture Partners and others",Angel Funding,0.0,2018,8,"Axilor, Sprout Venture Partners, Undisclosed Investors"
167,2018-08-02,Samosa Labs,Consumer Internet,Social Media And Chat Entertainment Platform,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,59.5,2018,8,"Xiaomi, Sequoia Capital"
168,2018-08-03,Ziffyhomes,Consumer Internet,Online Home Rental Marketplace,Gurgaon,Y Combinator,Private Equity,1.02,2018,8,Y Combinator
169,2018-08-07,My Omnamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals And Corporates,Mumbai,Undisclosed Investors,Angel Funding,8.5,2018,8,Undisclosed Investors
170,2018-08-07,Shopx,Consumer Internet,Assisted E-Commerce Platform,Bangalore,Fung Strategic Holdings,Private Equity,297.5,2018,8,Fung Strategic Holdings
171,2018-08-07,Makemytrip,Consumer Internet,Online Travel Aggregator,Gurgaon,MakeMyTrip Limited,Private Equity,85.0,2018,8,Makemytrip Limited
172,2018-08-08,Hansel Io,Consumer Internet,Real-Time Mobile App Management,Bangalore,Vertex Ventures,Angel Funding,34.0,2018,8,Vertex Ventures
173,2018-08-08,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,Bangalore,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,103.7,2018,8,"Sequoia Capital India Advisors, Accel, G Raghunandan"
174,2018-08-08,Phone Pe,Consumer Internet,Upi Payments App,Bangalore,Flipkart,Private Equity,561.0,2018,8,Flipkart
175,2018-08-09,Quizizz,Education,E-Learning Platform,Bangalore,"Nexus Venture Partners, Prime Venture Partners and Others",Angel Funding,25.5,2018,8,"Nexus Venture Partners, Prime Venture Partners, Undisclosed Investors"
176,2018-08-09,Happy Emi,Finance,Consumer Financing Platform,Bangalore,AJ Ventures and Jain International Trade Organisation (JITO),Angel Funding,8.5,2018,8,"Aj Ventures, Jain International Trade Organisation"
177,2018-08-13,Inthree,Consumer Internet,Rural E-Commerce Platform,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Angel Funding,34.0,2018,8,"Ventureast, Orios Venture Partners, The Ian Fund"
178,2018-08-13,Observe Ai,Technology,Ai Based Solutions Platform,Bangalore,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,68.0,2018,8,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack Vc, Emergent Ventures, Y Combinator"
179,2018-08-16,Enakshi,Consumer Internet,Ai Based Solutions Platform,Ahemadabad,Undisclosed Investors,Angel Funding,0.9758935,2018,8,Undisclosed Investors
180,2018-08-17,Eazydiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Denlow Investment Trust and Beenext,Private Equity,49.725,2018,8,"Denlow Investment Trust, Beenext"
181,2018-08-20,Finzy,Finance,Online Loan Matchmaking Platform,Bangalore,Undisclosed Investors,Angel Funding,8.5,2018,8,Undisclosed Investors
182,2018-08-20,Raw Pressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,40.8,2018,8,Alteria Capital
183,2018-08-22,Pi Ventures,Technology,Applied Artificial Intelligence And Iot Focusedplatform,Bangalore,CDC Group plc,Private Equity,51.0,2018,8,Cdc Group Plc
184,2018-08-22,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,121.295,2018,8,"Hyundai, Edelweiss, Beenext, Dream Incubator, Sunjay Kapoor, Telama Investment"
185,2018-08-26,Zestmoney,Consumer Internet,Online Lending Platform,Bangalore,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,113.9,2018,8,"Xiaomi, Payu, Ribbit Capital, Omidyar Network"
186,2018-08-26,Shubh Loans,Finance,Customer Sourcing Platform,Bangalore,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,35.7,2018,8,"Saama Capital, Sri Capital, Beenext, Pravega Ventures"
187,2018-08-27,Myupchar,Healthcare,Local Language Health Content App,New Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,42.5,2018,8,"Nexus Venture Partners, Omidyar Network, Shunwei Capital"
188,2018-08-28,Narvar,IT,Post-Purchase Customer Engagement Platform,Bangalore,Accel (formerly known as Accel Partners),Private Equity,25.5,2018,8,Accel
189,2018-08-30,True North,Finance,Private Equity Firm,Mumbai,Undisclosed Investors,Private Equity,5100.0,2018,8,Undisclosed Investors
190,2018-07-01,Leena Ai,Technology,Hr Virtual Agent For Employees,Gurgaon,Y Combinator,Angel Funding,0.0,2018,7,Y Combinator
191,2018-07-02,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Relan and Vinay Mittal,Angel Funding,8.5,2018,7,"Ajay Relan, Vinay Mittal"
192,2018-07-04,Anchanto,IT,E-Commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,34.0,2018,7,"Mdi Ventures, Telkom Indonesia"
193,2018-07-05,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,53.125,2018,7,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, Vc Firms India Quotient, Kae Capital"
194,2018-07-06,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Info Edge (India) Ltd and Temasek,Private Equity,235.45,2018,7,"Info Edge  Ltd, Temasek"
195,2018-07-09,Zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bangalore,Info Edge (India) Ltd,Angel Funding,3.74,2018,7,Info Edge  Ltd
196,2018-07-09,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bangalore,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Angel Funding,9.35,2018,7,"Insignia Ventures Partners, Lightbridge Partners, Kairos"
197,2018-07-10,Avenue Growth,Consumer Internet,Online Platform That Co Ects Brands With Freelance Sales Professionals,Gurgaon,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Angel Funding,3.7145,2018,7,"Avtar Monga, Chief Operating Office At Idfc Bank, Aditya Malik, Undisclosed Investors"
198,2018-07-10,Inicu,Healthcare,Med-Tech Platform Providing Care For Newborns,New Delhi,Venture Catalysts,Angel Funding,0.0,2018,7,Venture Catalysts
199,2018-07-10,Kinara Capital,Finance,Lending Platform For Micro And Small Enterprises,Bangalore,ResponsAbility,Private Equity,42.5,2018,7,Responsability
200,2018-07-10,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,42.5,2018,7,"Stellaris Venture Partners, Vy Capital, Raghunandan G, Ramakant Sharma"
201,2018-07-11,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,21.25,2018,7,Base Of Pyramid Asia  Pte Ltd
202,2018-07-12,19Th Mile,IT,Artificial Intelligence-Based Sales Acceleration Software Platform,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Angel Funding,1.53,2018,7,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta, Undisclosed Investors"
203,2018-07-12,5Th Vital,Healthcare,Home Diagnostics Services Provider,Bangalore,Brand Capital and Others,Angel Funding,4.25,2018,7,"Brand Capital, Undisclosed Investors"
204,2018-07-13,Mengage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Angel Funding,1.4875,2018,7,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-Founders Lab, Undisclosed Investors"
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For Sme,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,246.5,2018,7,"Creation Investments, Falcon Edge, Matrix Partners India, Zodius Capital"
206,2018-07-17,Cars24,Consumer Internet,Online Used Car Marketplace,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Private Equity,422.45,2018,7,"Kingsway Fci Fund, Kck Global, Undisclosed Investors"
207,2018-07-18,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Angel Funding,12.75,2018,7,"Omidyar Network, Undisclosed Investors"
208,2018-07-19,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,850.0,2018,7,"Tpg Growth, The Rise Fund, Undisclosed Investors"
209,2018-07-20,Housingman,Consumer Internet,Property Discovery Platform,Bangalore,Undisclosed Investors,Angel Funding,12.75,2018,7,Undisclosed Investors
210,2018-07-21,Paysense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,153.0,2018,7,"Payu, Undisclosed Investors"
211,2018-07-23,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,Undisclosed Investors,Angel Funding,0.0,2018,7,Undisclosed Investors
212,2018-07-23,Vtion,Technology,Media Analytics,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Angel Funding,2.38,2018,7,"Angellist, Rahul Khanna, Rajeev Arora, Ram Ramsundar"
213,2018-07-23,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Angel Funding,3.706,2018,7,"Metaform Ventures, Hemant Luthra, Micro Venture Capital Firm Gems Partners, Undisclosed Investors"
214,2018-07-24,Kidovators,Education,Skill Learning Platform,Bangalore,Gray Matters,Angel Funding,1.53,2018,7,Gray Matters
215,2018-07-24,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,382.5,2018,7,Fairfax
216,2018-07-25,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,144.5,2018,7,"Allcargo Logistics, Navneet Education, Mahavir Agency"
217,2018-07-25,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Angel Funding,10.625,2018,7,"Beenext, Weh Ventures, Sprout Ventures"
218,2018-07-25,Iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Angel Funding,21.25,2018,7,"Ventureast, Exfinity"
219,2018-07-26,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Angel Funding,9.35,2018,7,"Bharat Innovation, Idfc-Parampara Capital, Arthavida Ventures, Jitendra Gupta, Undisclosed Investors"
220,2018-07-26,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,0.0,2018,7,Makemytrip
221,2018-07-26,Thecapitalnet,Finance,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,4.25,2018,7,Lindwall Family Investments Llc
222,2018-07-30,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Private Equity,93.5,2018,7,"Amazon Alexa Fund, Dentsu Ventures"
223,2018-07-30,Cure Fit,Consumer Internet,Health And Fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,1020.0,2018,7,"Idg Ventures, Accel, Kalaari Capital, Undisclosed Investors"
224,2018-07-31,Five Star Group,Finance,Non-Bank Lending Platform For Sme,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,850.0,2018,7,"TPG, Norwest Venture Partners, Sequoia Capital, Matrix Partners"
225,2018-07-31,Healthsignz,Healthcare,Health And Well Being Platform,Hyderabad,Kantilal Patel,Angel Funding,42.5,2018,7,Kantilal Patel
226,2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Private Equity,85.0,2018,6,"Sabre Partners, Puneet Dalmia, Undisclosed Investors"
227,2018-06-04,Digiconectt,Technology,Sales Analytics And Enablement Platform,Bangalore,Aspire Logistics LLC,Angel Funding,1.0625,2018,6,Aspire Logistics Llc
228,2018-06-04,Kashmir Box,E Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Angel Funding,0.0,2018,6,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem"
229,2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Angel Funding,0.0,2018,6,"Anil Advani, Pramod Jain, Amrendra Reddy, Manish Satnaliwala"
230,2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Angel Funding,0.0,2018,6,"Nb Ventures, Undisclosed Investors"
231,2018-06-07,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,195.5,2018,6,Oman India Joint Investment Fund
232,2018-06-07,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,97.75,2018,6,"Sequoia Capital, Saif Partners, Y Combinator, Venture Highway"
233,2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,182.75,2018,6,"Capitalg, Saif Partners, Lgt Impact Ventures"
234,2018-06-11,Theranosis,Healthcare,Specialised Diagnostics Platform,Hyderabad,Mumbai Angels Network,Angel Funding,0.0,2018,6,Mumbai Angels Network
235,2018-06-12,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,125.8,2018,6,Alpha Capital
236,2018-06-12,Eshakti,E Commerce,Fashion E-Tailer,Chennai,Paragon Partners,Private Equity,85.85,2018,6,Paragon Partners
237,2018-06-12,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Angel Funding,25.5,2018,6,"Saama Capital, Sequoia Capital"
238,2018-06-13,Nirogstreet,Healthcare,An Online Platform That Co Ects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Angel Funding,2.55,2018,6,"Spiral Ventures, Subho Ray, Samir Kumar"
239,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Angel Funding,3.825,2018,6,"Letsventure, Rajan Anandan, Basab Pradhan, Vivek Khare, Bijoy George"
240,2018-06-13,Whats Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure And Events",Gurgaon,Rannvijay Singha,Angel Funding,0.0,2018,6,Rannvijay Singha
241,2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Angel Funding,29.325,2018,6,Brand Capital
242,2018-06-14,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,40.8,2018,6,Helix Investments
243,2018-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,178.5,2018,6,"Lighthouse Funds, Thuasne Participations"
244,2018-06-18,Elucidata,IT,Data Analytics (Saas),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Angel Funding,14.45,2018,6,"Hyperplane Venture Capital, Several Angel Investors"
245,2018-06-19,Chrysalis,Education,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Angel Funding,0.0,2018,6,"Menterra Venture, Artha Initiatives"
246,2018-06-19,Rentsher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Angel Funding,9.35,2018,6,"Shorooq Investments, Letsventure, Undisclosed Investors"
247,2018-06-20,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,127.5,2018,6,"Accel, Sequoia Capital, Y Combinator, Undisclosed Investors"
248,2018-06-22,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,77.35,2018,6,"Sequoia Capital, Accel, Raghunandan Gangappa"
249,2018-06-25,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,1700.0,2018,6,"Softbank, Info Edge  Ltd"
250,2018-06-25,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,34.0,2018,6,Diageo India
251,2018-06-25,Sqqrl,Finance,App-Based Investment Platform,Gurgaon,Equanimity Venture Fund,Angel Funding,8.5,2018,6,Equanimity Venture Fund
252,2018-06-26,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,76.075,2018,6,One 97 Communications
253,2018-06-26,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,161.5,2018,6,"Accel, Idg Venture, Endiya Partners, Pi Ventures, Vh Capital, Axilor Ventures, Binny Bansal"
254,2018-06-27,Wow Express,Technology,E-Commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,38.25,2018,6,Undisclosed Existing Investors As Well As The Tamarind Family Trust
255,2018-06-28,Front Desk Ai,Technology,An Ai Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Angel Funding,9.35,2018,6,"Speciale Invest, Undisclosed Investors"
256,2018-06-28,Edureka,Education,Online Education Platform,Bangalore,Leo Capital,Angel Funding,17.0,2018,6,Leo Capital
257,2018-06-29,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Angel Funding,0.0,2018,6,"Shiva Gunapu, Undisclosed Investors"
258,2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Angel Funding,3.825,2018,5,Unknown High Net-Worth Individuals
259,2018-05-02,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,187.0,2018,5,"B Capital, International Finance Corporation, Accel, Idg Ventures"
260,2018-05-03,Disprz,IT,Saas,Chennai,"IL&FS Private Equity, Kae Capital & Others",Angel Funding,21.25,2018,5,"IL, Fs Private Equity, Kae Capital, Undisclosed Investors"
261,2018-05-07,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Undisclosed Investors,Angel Funding,1.9125,2018,5,Undisclosed Investors
